,graph_name,motif,average_count,standard_deviation,z_score,significance_profile,nodes,edges,max_degree,avg_degree
269,7,7,7.0,7.0,7.0,7.0,7.0,7.0,7.0,7.0
270,14203895_sample_rn_10,1,5.24,5.246268515176604,3.1946515797878123,0.7221838179493371,16.0,31.0,4.0,3.875
271,14203895_sample_rn_10,2,3.84,2.4610295948376297,-1.1539885607053717,-0.2608709725695404,16.0,31.0,4.0,3.875
272,14203895_sample_rn_10,3,7.56,5.107837115648854,-0.6969681920931359,-0.1575568218893215,16.0,31.0,4.0,3.875
273,14203895_sample_rn_10,4,0.0,0.0,0.0,0.0,16.0,31.0,4.0,3.875
274,14203895_sample_rn_10,5,0.2,0.4082482904638631,-0.4898979485566355,-0.1107464654776775,16.0,31.0,4.0,3.875
275,8,8,8.0,8.0,8.0,8.0,8.0,8.0,8.0,8.0
276,9,9,9.0,9.0,9.0,9.0,9.0,9.0,9.0,9.0
277,6,6,6.0,6.0,6.0,6.0,6.0,6.0,6.0,6.0
278,7,7,7.0,7.0,7.0,7.0,7.0,7.0,7.0,7.0
279,14338082_sample_rw_20,1,153.44,37.797795350170006,-1.308012796565862,-0.0115165501003991,42.0,269.0,30.5,12.80952380952381
280,14338082_sample_rw_20,2,472.8,87.02442185961364,-2.7555483262714624,-0.0242615442577426,42.0,269.0,30.5,12.80952380952381
281,14338082_sample_rw_20,3,570.16,111.60147848483012,-2.456598279181994,-0.0216294039576923,42.0,269.0,30.5,12.80952380952381
282,14338082_sample_rw_20,4,0.0,0.0,0.0,0.0,42.0,269.0,30.5,12.80952380952381
283,14338082_sample_rw_20,5,107.36,32.223024894217076,7.250715932691047,0.0638397678691169,42.0,269.0,30.5,12.80952380952381
284,8,8,8.0,8.0,8.0,8.0,8.0,8.0,8.0,8.0
285,9,9,9.0,9.0,9.0,9.0,9.0,9.0,9.0,9.0
286,6,6,6.0,6.0,6.0,6.0,6.0,6.0,6.0,6.0
287,7,7,7.0,7.0,7.0,7.0,7.0,7.0,7.0,7.0
288,7861312_sample_rn_20,1,155.84,53.56902089827665,5.752578539472871,0.1145735273695165,39.0,178.0,14.0,9.128205128205128
289,7861312_sample_rn_20,2,323.68,75.11087360251732,-4.10965796554994,-0.081851643774069,39.0,178.0,14.0,9.128205128205128
290,7861312_sample_rn_20,3,271.76,58.28327375842918,-4.4740108642625405,-0.0891084237600118,39.0,178.0,14.0,9.128205128205128
291,7861312_sample_rn_20,4,0.0,0.0,0.0,0.0,39.0,178.0,14.0,9.128205128205128
292,7861312_sample_rn_20,5,70.6,28.634187026466577,9.478180740704984,0.1887759711678611,39.0,178.0,14.0,9.128205128205128
293,8,8,8.0,8.0,8.0,8.0,8.0,8.0,8.0,8.0
294,9,9,9.0,9.0,9.0,9.0,9.0,9.0,9.0,9.0
295,6,6,6.0,6.0,6.0,6.0,6.0,6.0,6.0,6.0
296,7,7,7.0,7.0,7.0,7.0,7.0,7.0,7.0,7.0
297,20060293_sample_rw_15,1,93.84,28.671530595115897,3.56311636942754,0.0804369914581715,36.0,341.0,21.0,18.944444444444443
298,20060293_sample_rw_15,2,261.28,48.46693030648149,-3.3895276420679523,-0.0765182435049292,36.0,341.0,21.0,18.944444444444443
299,20060293_sample_rw_15,3,343.16,57.38806496127919,-2.337768316295737,-0.0527748831619764,36.0,341.0,21.0,18.944444444444443
300,20060293_sample_rw_15,4,0.0,0.0,0.0,0.0,36.0,341.0,21.0,18.944444444444443
301,20060293_sample_rw_15,5,65.72,23.28719247426218,17.188847493848964,0.3880364926898745,36.0,341.0,21.0,18.944444444444443
302,8,8,8.0,8.0,8.0,8.0,8.0,8.0,8.0,8.0
303,9,9,9.0,9.0,9.0,9.0,9.0,9.0,9.0,9.0
304,6,6,6.0,6.0,6.0,6.0,6.0,6.0,6.0,6.0
305,7,7,7.0,7.0,7.0,7.0,7.0,7.0,7.0,7.0
306,14203895_sample_rw_20,1,176.4,34.93088413806136,-2.6452236260266657,-0.0259764459395589,42.0,425.0,23.5,20.238095238095237
307,14203895_sample_rw_20,2,520.32,97.6561655332968,-4.488400682192981,-0.0440766884617603,42.0,425.0,23.5,20.238095238095237
308,14203895_sample_rw_20,3,537.28,94.19948690589209,-4.992383880708638,-0.0490258701422342,42.0,425.0,23.5,20.238095238095237
309,14203895_sample_rw_20,4,0.0,0.0,0.0,0.0,42.0,425.0,23.5,20.238095238095237
310,14203895_sample_rw_20,5,157.16,44.561455691363285,2.711760603983606,0.0266298478651557,42.0,425.0,23.5,20.238095238095237
311,8,8,8.0,8.0,8.0,8.0,8.0,8.0,8.0,8.0
312,9,9,9.0,9.0,9.0,9.0,9.0,9.0,9.0,9.0
313,6,6,6.0,6.0,6.0,6.0,6.0,6.0,6.0,6.0
314,7,7,7.0,7.0,7.0,7.0,7.0,7.0,7.0,7.0
315,7861312_sample_sff_15,1,72.04,21.272987566395088,-0.7069998961386447,-0.0045071581793969,33.0,364.0,23.5,22.060606060606062
316,7861312_sample_sff_15,2,203.92,35.944308775289215,-4.810775499426992,-0.0306689240831694,33.0,364.0,23.5,22.060606060606062
317,7861312_sample_sff_15,3,297.08,47.18749834437083,-4.494410753718199,-0.0286520836860464,33.0,364.0,23.5,22.060606060606062
318,7861312_sample_sff_15,4,0.0,0.0,0.0,0.0,33.0,364.0,23.5,22.060606060606062
319,7861312_sample_sff_15,5,57.48,15.324598961582431,6.23311580547466,0.0397364116164796,33.0,364.0,23.5,22.060606060606062
320,8,8,8.0,8.0,8.0,8.0,8.0,8.0,8.0,8.0
321,9,9,9.0,9.0,9.0,9.0,9.0,9.0,9.0,9.0
322,6,6,6.0,6.0,6.0,6.0,6.0,6.0,6.0,6.0
323,7,7,7.0,7.0,7.0,7.0,7.0,7.0,7.0,7.0
324,7861312_sample_rpn_20,1,167.76,31.187978453243808,2.476595272623911,0.0217659214049553,37.0,289.0,19.5,15.62162162162162
325,7861312_sample_rpn_20,2,393.68,65.32337509141222,-5.735772217459376,-0.0504096768099201,37.0,289.0,19.5,15.62162162162162
326,7861312_sample_rpn_20,3,366.48,57.39128853754723,-6.106850167176586,-0.0536709498883022,37.0,289.0,19.5,15.62162162162162
327,7861312_sample_rpn_20,4,0.0,0.0,0.0,0.0,37.0,289.0,19.5,15.62162162162162
328,7861312_sample_rpn_20,5,99.92,26.77517506945566,8.85447058273221,0.0778188155798461,37.0,289.0,19.5,15.62162162162162
329,8,8,8.0,8.0,8.0,8.0,8.0,8.0,8.0,8.0
330,9,9,9.0,9.0,9.0,9.0,9.0,9.0,9.0,9.0
331,6,6,6.0,6.0,6.0,6.0,6.0,6.0,6.0,6.0
332,7,7,7.0,7.0,7.0,7.0,7.0,7.0,7.0,7.0
333,14338082_sample_rpn_10,1,6.32,6.749814812274482,-0.6400175590216366,-0.0056445864630266,20.0,54.0,15.0,5.4
334,14338082_sample_rpn_10,2,21.36,13.533538586292453,-0.9132866412719968,-0.0080546624690537,20.0,54.0,15.0,5.4
335,14338082_sample_rpn_10,3,22.84,12.601851715786324,-1.2569581326018344,-0.0110856471980571,20.0,54.0,15.0,5.4
336,14338082_sample_rpn_10,4,0.0,0.0,0.0,0.0,20.0,54.0,15.0,5.4
337,14338082_sample_rpn_10,5,6.52,5.583606958469289,4.921549851985547,0.0434052367470894,20.0,54.0,15.0,5.4
338,8,8,8.0,8.0,8.0,8.0,8.0,8.0,8.0,8.0
339,9,9,9.0,9.0,9.0,9.0,9.0,9.0,9.0,9.0
340,6,6,6.0,6.0,6.0,6.0,6.0,6.0,6.0,6.0
341,7,7,7.0,7.0,7.0,7.0,7.0,7.0,7.0,7.0
342,100318079_sample_rn_10,1,14.68,7.679626727039971,4.599181868519501,0.4600915708812115,20.0,74.0,8.0,7.4
343,100318079_sample_rn_10,2,28.16,15.054567413247051,-0.2763280993606942,-0.0276432271973639,20.0,74.0,8.0,7.4
344,100318079_sample_rn_10,3,23.84,15.073928928230137,-1.515198864791364,-0.1515770077871907,20.0,74.0,8.0,7.4
345,100318079_sample_rn_10,4,0.0,0.0,0.0,0.0,20.0,74.0,8.0,7.4
346,100318079_sample_rn_10,5,8.36,6.824465791058911,2.584817704429127,0.2585792151888071,20.0,74.0,8.0,7.4
347,8,8,8.0,8.0,8.0,8.0,8.0,8.0,8.0,8.0
348,9,9,9.0,9.0,9.0,9.0,9.0,9.0,9.0,9.0
349,6,6,6.0,6.0,6.0,6.0,6.0,6.0,6.0,6.0
350,7,7,7.0,7.0,7.0,7.0,7.0,7.0,7.0,7.0
351,14203895_sample_rpn_10,1,2.12,1.9,0.463157894736842,0.0065611366279564,17.0,43.0,8.0,5.0588235294117645
352,14203895_sample_rpn_10,2,10.04,5.143604443060009,-1.9519385892020595,-0.0276513386010876,17.0,43.0,8.0,5.0588235294117645
353,14203895_sample_rpn_10,3,15.2,7.376765325443576,-2.060523729496031,-0.0291895655196622,17.0,43.0,8.0,5.0588235294117645
354,14203895_sample_rpn_10,4,0.0,0.0,0.0,0.0,17.0,43.0,8.0,5.0588235294117645
355,14203895_sample_rpn_10,5,2.12,2.5053276565484737,0.7504008488015608,0.0106302462954215,17.0,43.0,8.0,5.0588235294117645
356,8,8,8.0,8.0,8.0,8.0,8.0,8.0,8.0,8.0
357,9,9,9.0,9.0,9.0,9.0,9.0,9.0,9.0,9.0
358,6,6,6.0,6.0,6.0,6.0,6.0,6.0,6.0,6.0
359,7,7,7.0,7.0,7.0,7.0,7.0,7.0,7.0,7.0
360,100318079_sample_rw_15,1,149.48,39.65593692416475,9.267716980254926,0.2200440735988071,33.0,380.0,20.5,23.03030303030303
361,100318079_sample_rw_15,2,230.32,47.54797577184543,-4.465384625810317,-0.1060219496713374,33.0,380.0,20.5,23.03030303030303
362,100318079_sample_rw_15,3,176.88,35.72268187020678,-4.5315746613921,-0.1075935044665579,33.0,380.0,20.5,23.03030303030303
363,100318079_sample_rw_15,4,0.0,0.0,0.0,0.0,33.0,380.0,20.5,23.03030303030303
364,100318079_sample_rw_15,5,98.52,30.03486862520516,16.630004486879564,0.3948473975905512,33.0,380.0,20.5,23.03030303030303
365,8,8,8.0,8.0,8.0,8.0,8.0,8.0,8.0,8.0
366,9,9,9.0,9.0,9.0,9.0,9.0,9.0,9.0,9.0
367,6,6,6.0,6.0,6.0,6.0,6.0,6.0,6.0,6.0
368,7,7,7.0,7.0,7.0,7.0,7.0,7.0,7.0,7.0
369,100318079_sample_rpn_10,1,12.64,8.807572499465067,11.735356138854108,0.4157561328780256,18.0,103.0,10.5,11.444444444444445
370,100318079_sample_rpn_10,2,19.64,8.504312631443728,0.9830306530700496,0.0348264695152976,18.0,103.0,10.5,11.444444444444445
371,100318079_sample_rpn_10,3,15.08,7.6807117725724705,-1.1821821035420617,-0.0418819381287434,18.0,103.0,10.5,11.444444444444445
372,100318079_sample_rpn_10,4,0.0,0.0,0.0,0.0,18.0,103.0,10.5,11.444444444444445
373,100318079_sample_rpn_10,5,8.84,5.85007122463764,10.112697389195366,0.3582691406848185,18.0,103.0,10.5,11.444444444444445
374,8,8,8.0,8.0,8.0,8.0,8.0,8.0,8.0,8.0
375,9,9,9.0,9.0,9.0,9.0,9.0,9.0,9.0,9.0
376,6,6,6.0,6.0,6.0,6.0,6.0,6.0,6.0,6.0
377,7,7,7.0,7.0,7.0,7.0,7.0,7.0,7.0,7.0
378,20060293_sample_rn_10,1,3.28,3.048496897379647,1.2202735069855402,0.2348849012095587,15.0,27.0,3.5,3.6
379,20060293_sample_rn_10,2,3.92,2.85657137141714,-1.3722744823474495,-0.2641428781116679,15.0,27.0,3.5,3.6
380,20060293_sample_rn_10,3,7.32,4.862441087903619,-1.2997586779451944,-0.2501846405070247,15.0,27.0,3.5,3.6
381,20060293_sample_rn_10,4,0.0,0.0,0.0,0.0,15.0,27.0,3.5,3.6
382,20060293_sample_rn_10,5,1.0,2.273030282830976,2.1997067253202993,0.4234115498772219,15.0,27.0,3.5,3.6
383,8,8,8.0,8.0,8.0,8.0,8.0,8.0,8.0,8.0
384,9,9,9.0,9.0,9.0,9.0,9.0,9.0,9.0,9.0
385,6,6,6.0,6.0,6.0,6.0,6.0,6.0,6.0,6.0
386,7,7,7.0,7.0,7.0,7.0,7.0,7.0,7.0,7.0
387,20060293_sample_rpn_10,1,10.2,6.08276253029822,0.7891151390657151,0.1714301221837151,20.0,58.0,7.0,5.8
388,20060293_sample_rpn_10,2,16.92,8.934577027854573,-0.4387448882895016,-0.0953144681725414,20.0,58.0,7.0,5.8
389,20060293_sample_rpn_10,3,29.36,14.453603933506226,-0.2324679723795997,-0.0505021522664217,20.0,58.0,7.0,5.8
390,20060293_sample_rpn_10,4,0.0,0.0,0.0,0.0,20.0,58.0,7.0,5.8
391,20060293_sample_rpn_10,5,1.16,1.374772708486752,3.5205819624740102,0.7648234916634171,20.0,58.0,7.0,5.8
392,8,8,8.0,8.0,8.0,8.0,8.0,8.0,8.0,8.0
393,9,9,9.0,9.0,9.0,9.0,9.0,9.0,9.0,9.0
394,6,6,6.0,6.0,6.0,6.0,6.0,6.0,6.0,6.0
395,7,7,7.0,7.0,7.0,7.0,7.0,7.0,7.0,7.0
396,100318079_sample_sff_20,1,266.32,51.50705453301195,44.356642419451504,0.4448702890086814,44.0,732.0,29.0,33.27272727272727
397,100318079_sample_sff_20,2,465.64,67.91163376035065,-5.369330404960607,-0.053851135675464,44.0,732.0,29.0,33.27272727272727
398,100318079_sample_sff_20,3,477.04,68.25288760680142,-5.80253838169529,-0.0581959496040834,44.0,732.0,29.0,33.27272727272727
399,100318079_sample_sff_20,4,0.0,0.0,0.0,0.0,44.0,732.0,29.0,33.27272727272727
400,100318079_sample_sff_20,5,180.84,36.83485668041436,18.73660066029165,0.1879167695327844,44.0,732.0,29.0,33.27272727272727
401,8,8,8.0,8.0,8.0,8.0,8.0,8.0,8.0,8.0
402,9,9,9.0,9.0,9.0,9.0,9.0,9.0,9.0,9.0
403,6,6,6.0,6.0,6.0,6.0,6.0,6.0,6.0,6.0
404,7,7,7.0,7.0,7.0,7.0,7.0,7.0,7.0,7.0
405,100318079_sample_rpn_15,1,8.16,3.566978179542641,3.319336257200802,0.3387505736665844,23.0,274.0,17.0,23.82608695652174
406,100318079_sample_rpn_15,2,18.12,6.553116307020145,-2.765096657995925,-0.2821883673604,23.0,274.0,17.0,23.82608695652174
407,100318079_sample_rpn_15,3,21.64,8.474864797348292,-1.845457169404474,-0.1883357473822389,23.0,274.0,17.0,23.82608695652174
408,100318079_sample_rpn_15,4,0.0,0.0,0.0,0.0,23.0,274.0,17.0,23.82608695652174
409,100318079_sample_rpn_15,5,7.2,4.0,3.95,0.4031121472192755,23.0,274.0,17.0,23.82608695652174
410,8,8,8.0,8.0,8.0,8.0,8.0,8.0,8.0,8.0
411,9,9,9.0,9.0,9.0,9.0,9.0,9.0,9.0,9.0
412,6,6,6.0,6.0,6.0,6.0,6.0,6.0,6.0,6.0
413,7,7,7.0,7.0,7.0,7.0,7.0,7.0,7.0,7.0
414,100318079_sample_rw_10,1,37.2,14.603081866510234,1.8352290458263736,0.066306521463212,22.0,192.0,16.0,17.454545454545453
415,100318079_sample_rw_10,2,44.52,13.304510513355988,-2.7449337548599555,-0.0991740019294224,22.0,192.0,16.0,17.454545454545453
416,100318079_sample_rw_10,3,24.52,9.768657362537938,-1.7934910960423152,-0.0647985362504229,22.0,192.0,16.0,17.454545454545453
417,100318079_sample_rw_10,4,0.0,0.0,0.0,0.0,22.0,192.0,16.0,17.454545454545453
418,100318079_sample_rw_10,5,23.76,10.540714713275692,14.727654074963269,0.5321077024391767,22.0,192.0,16.0,17.454545454545453
419,8,8,8.0,8.0,8.0,8.0,8.0,8.0,8.0,8.0
420,9,9,9.0,9.0,9.0,9.0,9.0,9.0,9.0,9.0
421,6,6,6.0,6.0,6.0,6.0,6.0,6.0,6.0,6.0
422,7,7,7.0,7.0,7.0,7.0,7.0,7.0,7.0,7.0
423,20060293_sample_sff_20,1,525.12,88.83145088687151,6.415295419701663,0.0593969754478242,48.0,616.0,35.0,25.666666666666668
424,20060293_sample_sff_20,2,1045.96,132.74426541286067,0.3769654368447914,0.0034901910718227,48.0,616.0,35.0,25.666666666666668
425,20060293_sample_sff_20,3,1055.52,136.05088508838645,0.6503449054559134,0.0060213159106208,48.0,616.0,35.0,25.666666666666668
426,20060293_sample_sff_20,4,0.0,0.0,0.0,0.0,48.0,616.0,35.0,25.666666666666668
427,20060293_sample_sff_20,5,304.84,78.54175110517124,26.54842769176191,0.245802602159707,48.0,616.0,35.0,25.666666666666668
428,8,8,8.0,8.0,8.0,8.0,8.0,8.0,8.0,8.0
429,9,9,9.0,9.0,9.0,9.0,9.0,9.0,9.0,9.0
430,6,6,6.0,6.0,6.0,6.0,6.0,6.0,6.0,6.0
431,7,7,7.0,7.0,7.0,7.0,7.0,7.0,7.0,7.0
432,14203895_sample_rn_20,1,115.84,38.54616280081153,-1.085451753426391,-0.0176358741461707,41.0,186.0,16.5,9.073170731707316
433,14203895_sample_rn_20,2,323.16,62.67288089756206,-4.182989456452415,-0.0679631087939983,41.0,186.0,16.5,9.073170731707316
434,14203895_sample_rn_20,3,296.72,57.12232488265862,-4.8968595128893,-0.0795617104198186,41.0,186.0,16.5,9.073170731707316
435,14203895_sample_rn_20,4,0.0,0.0,0.0,0.0,41.0,186.0,16.5,9.073170731707316
436,14203895_sample_rn_20,5,90.44,43.90812377377714,2.1535878072857493,0.0349904115149554,41.0,186.0,16.5,9.073170731707316
437,8,8,8.0,8.0,8.0,8.0,8.0,8.0,8.0,8.0
438,9,9,9.0,9.0,9.0,9.0,9.0,9.0,9.0,9.0
439,6,6,6.0,6.0,6.0,6.0,6.0,6.0,6.0,6.0
440,7,7,7.0,7.0,7.0,7.0,7.0,7.0,7.0,7.0
441,20060293_sample_rpn_15,1,43.88,12.673200069437868,7.42669566362924,0.1651077541360366,30.0,183.0,17.5,12.2
442,20060293_sample_rpn_15,2,116.8,26.22181026041744,-0.1830537233062711,-0.0040695876753576,30.0,183.0,17.5,12.2
443,20060293_sample_rpn_15,3,159.96,41.44120332873231,0.1457486635242634,0.0032402343643445,30.0,183.0,17.5,12.2
444,20060293_sample_rpn_15,4,0.0,0.0,0.0,0.0,30.0,183.0,17.5,12.2
445,20060293_sample_rpn_15,5,23.48,11.24025503862494,23.978103617208617,0.533072986424738,30.0,183.0,17.5,12.2
446,8,8,8.0,8.0,8.0,8.0,8.0,8.0,8.0,8.0
447,9,9,9.0,9.0,9.0,9.0,9.0,9.0,9.0,9.0
448,6,6,6.0,6.0,6.0,6.0,6.0,6.0,6.0,6.0
449,7,7,7.0,7.0,7.0,7.0,7.0,7.0,7.0,7.0
450,7861312_sample_rw_20,1,333.56,74.97337305114841,0.6861102536350678,0.0054712385232268,44.0,407.0,21.5,18.5
451,7861312_sample_rw_20,2,709.28,127.28331914800673,-4.841797056559953,-0.038609868366123,44.0,407.0,21.5,18.5
452,7861312_sample_rw_20,3,630.96,124.0314073128254,-4.03091451457152,-0.032143660088322,44.0,407.0,21.5,18.5
453,7861312_sample_rw_20,4,0.0,0.0,0.0,0.0,44.0,407.0,21.5,18.5
454,7861312_sample_rw_20,5,202.24,72.4248345988216,4.44267497167657,0.0354271552165742,44.0,407.0,21.5,18.5
455,8,8,8.0,8.0,8.0,8.0,8.0,8.0,8.0,8.0
456,9,9,9.0,9.0,9.0,9.0,9.0,9.0,9.0,9.0
457,6,6,6.0,6.0,6.0,6.0,6.0,6.0,6.0,6.0
458,7,7,7.0,7.0,7.0,7.0,7.0,7.0,7.0,7.0
459,20060293_sample_rn_15,1,65.92,18.452461443756857,1.5217482006716505,0.1228041775810757,29.0,151.0,12.0,10.413793103448276
460,20060293_sample_rn_15,2,127.56,42.217768770980776,-1.244973420673244,-0.1004686169292637,29.0,151.0,12.0,10.413793103448276
461,20060293_sample_rn_15,3,96.12,35.93781666527151,-0.3929008857581729,-0.0317068685378518,29.0,151.0,12.0,10.413793103448276
462,20060293_sample_rn_15,4,0.0,0.0,0.0,0.0,29.0,151.0,12.0,10.413793103448276
463,20060293_sample_rn_15,5,34.88,17.064387868697,2.8785093481205952,0.2322939977845007,29.0,151.0,12.0,10.413793103448276
464,8,8,8.0,8.0,8.0,8.0,8.0,8.0,8.0,8.0
465,9,9,9.0,9.0,9.0,9.0,9.0,9.0,9.0,9.0
466,6,6,6.0,6.0,6.0,6.0,6.0,6.0,6.0,6.0
467,7,7,7.0,7.0,7.0,7.0,7.0,7.0,7.0,7.0
468,14338082_sample_rn_20,1,189.12,97.78178085239942,2.5043520159409227,0.0041039030846002,41.0,144.0,25.0,7.024390243902439
469,14338082_sample_rn_20,2,281.92,103.67936149494749,-0.6454515058260768,-0.0010577069073591,41.0,144.0,25.0,7.024390243902439
470,14338082_sample_rn_20,3,190.2,54.35914519808664,-2.3032003086834196,-0.0037742740601532,41.0,144.0,25.0,7.024390243902439
471,14338082_sample_rn_20,4,0.0,0.0,0.0,0.0,41.0,144.0,25.0,7.024390243902439
472,14338082_sample_rn_20,5,74.48,47.0869054692137,13.475508608542158,0.0220824313008473,41.0,144.0,25.0,7.024390243902439
473,8,8,8.0,8.0,8.0,8.0,8.0,8.0,8.0,8.0
474,9,9,9.0,9.0,9.0,9.0,9.0,9.0,9.0,9.0
475,6,6,6.0,6.0,6.0,6.0,6.0,6.0,6.0,6.0
476,7,7,7.0,7.0,7.0,7.0,7.0,7.0,7.0,7.0
477,14338082_sample_rpn_15,1,15.36,7.988950702897931,-1.2967910787385368,-0.0074700084731253,25.0,99.0,16.5,7.92
478,14338082_sample_rpn_15,2,58.84,25.251534606831324,-2.0925460896822146,-0.0120538591578969,25.0,99.0,16.5,7.92
479,14338082_sample_rpn_15,3,67.04,28.569330875375197,-1.8565363057108504,-0.0106943532861249,25.0,99.0,16.5,7.92
480,14338082_sample_rpn_15,4,0.0,0.0,0.0,0.0,25.0,99.0,16.5,7.92
481,14338082_sample_rpn_15,5,8.96,4.40151489073175,3.417005365963809,0.0196832469431346,25.0,99.0,16.5,7.92
482,8,8,8.0,8.0,8.0,8.0,8.0,8.0,8.0,8.0
483,9,9,9.0,9.0,9.0,9.0,9.0,9.0,9.0,9.0
484,6,6,6.0,6.0,6.0,6.0,6.0,6.0,6.0,6.0
485,7,7,7.0,7.0,7.0,7.0,7.0,7.0,7.0,7.0
486,14338082_sample_sff_20,1,411.48,87.60000000000001,8.887214611872144,0.0998772937394822,43.0,367.0,24.5,17.069767441860463
487,14338082_sample_sff_20,2,729.84,139.93084006036696,-3.064656796278762,-0.0344415703255032,43.0,367.0,24.5,17.069767441860463
488,14338082_sample_sff_20,3,641.28,122.94562483743236,-3.296416611293738,-0.0370461595170747,43.0,367.0,24.5,17.069767441860463
489,14338082_sample_sff_20,4,0.0,0.0,0.0,0.0,43.0,367.0,24.5,17.069767441860463
490,14338082_sample_sff_20,5,207.72,61.10886460517274,15.812435826507016,0.1777050928500154,43.0,367.0,24.5,17.069767441860463
491,8,8,8.0,8.0,8.0,8.0,8.0,8.0,8.0,8.0
492,9,9,9.0,9.0,9.0,9.0,9.0,9.0,9.0,9.0
493,6,6,6.0,6.0,6.0,6.0,6.0,6.0,6.0,6.0
494,7,7,7.0,7.0,7.0,7.0,7.0,7.0,7.0,7.0
495,7861312_sample_sff_10,1,8.76,5.666274496233541,-1.0165409395236251,-0.0228325319804621,22.0,88.0,15.0,8.0
496,7861312_sample_sff_10,2,35.68,14.783774890061062,-2.210531494359423,-0.0496507608069703,22.0,88.0,15.0,8.0
497,7861312_sample_sff_10,3,42.48,16.633600532255986,1.293766791998418,0.029059303472231,22.0,88.0,15.0,8.0
498,7861312_sample_sff_10,4,0.0,0.0,0.0,0.0,22.0,88.0,15.0,8.0
499,7861312_sample_sff_10,5,5.8,4.272001872658765,3.089886285977847,0.0694019539180016,22.0,88.0,15.0,8.0
500,8,8,8.0,8.0,8.0,8.0,8.0,8.0,8.0,8.0
501,9,9,9.0,9.0,9.0,9.0,9.0,9.0,9.0,9.0
502,6,6,6.0,6.0,6.0,6.0,6.0,6.0,6.0,6.0
503,7,7,7.0,7.0,7.0,7.0,7.0,7.0,7.0,7.0
504,20060293_sample_rw_10,1,26.04,13.2208169187838,0.7533573803483419,0.0261021546148404,24.0,165.0,14.0,13.75
505,20060293_sample_rw_10,2,65.2,20.90255167836374,1.8083916538824696,0.0626567413887966,24.0,165.0,14.0,13.75
506,20060293_sample_rw_10,3,74.0,20.994046775217015,0.952651016459082,0.0330072350444115,24.0,165.0,14.0,13.75
507,20060293_sample_rw_10,4,0.0,0.0,0.0,0.0,24.0,165.0,14.0,13.75
508,20060293_sample_rw_10,5,18.52,8.140024569987489,8.167051515435682,0.2829701373665432,24.0,165.0,14.0,13.75
509,8,8,8.0,8.0,8.0,8.0,8.0,8.0,8.0,8.0
510,9,9,9.0,9.0,9.0,9.0,9.0,9.0,9.0,9.0
511,6,6,6.0,6.0,6.0,6.0,6.0,6.0,6.0,6.0
512,7,7,7.0,7.0,7.0,7.0,7.0,7.0,7.0,7.0
513,14203895_sample_sff_20,1,240.0,46.817019697256825,10.48763896495465,0.0588701846375504,43.0,689.0,33.0,32.04651162790697
514,14203895_sample_sff_20,2,637.16,82.64516521450805,-4.51520665524053,-0.0253451754354757,43.0,689.0,33.0,32.04651162790697
515,14203895_sample_sff_20,3,599.64,79.3294186709235,-6.3865336276023665,-0.0358494810039927,43.0,689.0,33.0,32.04651162790697
516,14203895_sample_sff_20,4,0.0,0.0,0.0,0.0,43.0,689.0,33.0,32.04651162790697
517,14203895_sample_sff_20,5,254.56,45.71750211899158,35.750859610526156,0.2006800303915609,43.0,689.0,33.0,32.04651162790697
518,8,8,8.0,8.0,8.0,8.0,8.0,8.0,8.0,8.0
519,9,9,9.0,9.0,9.0,9.0,9.0,9.0,9.0,9.0
520,6,6,6.0,6.0,6.0,6.0,6.0,6.0,6.0,6.0
521,7,7,7.0,7.0,7.0,7.0,7.0,7.0,7.0,7.0
522,14203895_sample_rpn_15,1,6.64,4.889444412882375,1.300761285524201,0.0372977486971418,18.0,96.0,9.5,10.666666666666666
523,14203895_sample_rpn_15,2,24.32,11.735700518787391,-2.072309186917876,-0.0594209468997939,18.0,96.0,9.5,10.666666666666666
524,14203895_sample_rpn_15,3,25.64,8.929725639682331,-2.871308821187045,-0.0823312901731718,18.0,96.0,9.5,10.666666666666666
525,14203895_sample_rpn_15,4,0.0,0.0,0.0,0.0,18.0,96.0,9.5,10.666666666666666
526,14203895_sample_rpn_15,5,4.8,3.0276503540974917,2.378081732672939,0.0681886029616529,18.0,96.0,9.5,10.666666666666666
527,8,8,8.0,8.0,8.0,8.0,8.0,8.0,8.0,8.0
528,9,9,9.0,9.0,9.0,9.0,9.0,9.0,9.0,9.0
529,6,6,6.0,6.0,6.0,6.0,6.0,6.0,6.0,6.0
530,7,7,7.0,7.0,7.0,7.0,7.0,7.0,7.0,7.0
531,100318079_sample_rn_15,1,38.48,14.335619972641574,10.290451356936815,0.2330011467429356,30.0,196.0,14.5,13.066666666666666
532,100318079_sample_rn_15,2,85.4,31.975250846031944,-0.7630901823879824,-0.0172782399330637,30.0,196.0,14.5,13.066666666666666
533,100318079_sample_rn_15,3,125.0,43.27143014353312,-2.079894279007333,-0.047093925747591,30.0,196.0,14.5,13.066666666666666
534,100318079_sample_rn_15,4,0.0,0.0,0.0,0.0,30.0,196.0,14.5,13.066666666666666
535,100318079_sample_rn_15,5,17.16,11.696438204285384,6.056544630317064,0.1371350774825211,30.0,196.0,14.5,13.066666666666666
536,8,8,8.0,8.0,8.0,8.0,8.0,8.0,8.0,8.0
537,9,9,9.0,9.0,9.0,9.0,9.0,9.0,9.0,9.0
538,6,6,6.0,6.0,6.0,6.0,6.0,6.0,6.0,6.0
