graph_name,motif,average_count,standard_deviation,z_score,significance_profile
14203895_sample_bsf_30,motif_1,916.24,69.49357284,-7.457380284,-0.01417075151
14203895_sample_bsf_30,motif_2,891.44,56.0751579,-5.518308135,-0.01048606486
14203895_sample_bsf_30,motif_3,1669.2,112.9653339,-12.30643023,-0.02338507064
14203895_sample_bsf_30,motif_4,538.6,51.12566218,14.57976226,0.02770492856
14203895_sample_bsf_30,motif_5,549.84,53.9256278,19.51131666,0.03707602528
14203895_sample_bsf_30,motif_6,91.44,20.14133395,101.4610058,0.1927994343
14203895_sample_bsf_30,motif_7,389.84,51.12214132,-4.495899312,-0.008543251052
14203895_sample_bsf_30,motif_8,112.32,17.11656118,-6.503642807,-0.01235842918
14203895_sample_bsf_30,motif_9,76.72,8.269018483,24.82519545,0.04717362699
14203895_sample_bsf_30,motif_10,79.64,14.38425065,18.23939296,0.03465907537
14203895_sample_bsf_30,motif_11,135.04,15.98822483,-1.190876423,-0.002262941304
14203895_sample_bsf_30,motif_12,65.84,14.23809444,69.26207745,0.1316140053
14203895_sample_bsf_30,motif_13,4.56,2.142428529,509.907325,0.9689421378
14203895_sample_rpn_20,motif_1,103.96,13.32441368,-2.098403777,-0.0203018178
14203895_sample_rpn_20,motif_2,94.8,12.93251716,-2.149620191,-0.02079733078
14203895_sample_rpn_20,motif_3,177.64,19.85967438,-7.635573326,-0.07387330322
14203895_sample_rpn_20,motif_4,42.52,11.42774402,8.442611232,0.08168130314
14203895_sample_rpn_20,motif_5,51.28,15.18365349,9.794744071,0.09476303451
14203895_sample_rpn_20,motif_6,6.4,3.937003937,26.82242682,0.2595039279
14203895_sample_rpn_20,motif_7,53.52,13.9645981,-1.899087952,-0.01837345987
14203895_sample_rpn_20,motif_8,12.8,4.898979486,-2.612789059,-0.02527843688
14203895_sample_rpn_20,motif_9,7.2,3.149073938,7.557777451,0.07312063697
14203895_sample_rpn_20,motif_10,9.04,4.9200271,7.91865557,0.07661209171
14203895_sample_rpn_20,motif_11,13.4,4.377975179,-1.690279113,-0.01635325811
14203895_sample_rpn_20,motif_12,4.84,2.703084658,27.06537503,0.2618544241
14203895_sample_rpn_20,motif_13,0.48,0.7702813339,94.14741966,0.9108655739
86775971_sample_rn_10,motif_1,9.6,3.511884584,-2.733575028,-0.05387771991
86775971_sample_rn_10,motif_2,11.48,4.369591896,-2.398393317,-0.04727141639
86775971_sample_rn_10,motif_3,27.12,7.912648103,-3.301044058,-0.06506231779
86775971_sample_rn_10,motif_4,9.28,4.945705208,0.9543633925,0.01881013802
86775971_sample_rn_10,motif_5,8.64,4.626733909,-0.3544617072,-0.006986304888
86775971_sample_rn_10,motif_6,1.84,1.675310916,30.53761514,0.6018847328
86775971_sample_rn_10,motif_7,3.92,2.596792894,-1.509554347,-0.02975273971
86775971_sample_rn_10,motif_8,2.96,2.130727575,-1.389196833,-0.02738053908
86775971_sample_rn_10,motif_9,1,1.08012345,-0.9258200998,-0.01824756062
86775971_sample_rn_10,motif_10,0.8,0.8660254038,-0.9237604307,-0.01820696533
86775971_sample_rn_10,motif_11,2.68,2.035517952,-1.316618209,-0.02595004211
86775971_sample_rn_10,motif_12,0.76,1.051982256,4.981072609,0.09817503897
86775971_sample_rn_10,motif_13,0.04,0.2,39.8,0.7844428013
86775971_sample_rj_20,motif_1,127.96,19.49247718,-3.999491664,-0.02761162918
86775971_sample_rj_20,motif_2,119.48,16.75092037,-1.759903297,-0.01214999338
86775971_sample_rj_20,motif_3,235.76,31.28402148,-6.32143793,-0.04364184619
86775971_sample_rj_20,motif_4,88.96,18.1256724,8.774295181,0.06057584444
86775971_sample_rj_20,motif_5,96.4,19.42721459,5.950415561,0.04108038765
86775971_sample_rj_20,motif_6,17.72,5.443038367,38.81655534,0.2679811392
86775971_sample_rj_20,motif_7,80.12,19.79545402,-1.471044815,-0.01015577662
86775971_sample_rj_20,motif_8,24.96,7.103285625,-3.513866866,-0.02425898016
86775971_sample_rj_20,motif_9,16.68,5.535642089,9.451478105,0.06525096952
86775971_sample_rj_20,motif_10,17,5.283622495,24.03653935,0.1659430915
86775971_sample_rj_20,motif_11,32.64,8.474864797,-1.019485291,-0.007038306906
86775971_sample_rj_20,motif_12,15.92,5.736723804,40.62946169,0.2804970542
86775971_sample_rj_20,motif_13,1.6,1.5,130.2666667,0.8993330145
14338082_sample_rn_30,motif_1,309.2,31.86429559,-5.12172,-0.03468494859
14338082_sample_rn_30,motif_2,370.92,46.00626769,-2.476184349,-0.01676903986
14338082_sample_rn_30,motif_3,609.12,54.86295046,-8.003944307,-0.05420374343
14338082_sample_rn_30,motif_4,106.68,29.84644032,13.31214026,0.09015153127
14338082_sample_rn_30,motif_5,91.48,21.84818833,12.83950851,0.08695080805
14338082_sample_rn_30,motif_6,10.96,7.86066155,62.97688774,0.4264876084
14338082_sample_rn_30,motif_7,66.36,14.39004285,-0.9979122471,-0.006757990478
14338082_sample_rn_30,motif_8,17.2,4.031128874,-4.26679487,-0.02889528532
14338082_sample_rn_30,motif_9,7.12,3.778447653,11.61323486,0.07864632469
14338082_sample_rn_30,motif_10,5.36,2.826658805,11.19342736,0.07580333413
14338082_sample_rn_30,motif_11,11.24,3.631803959,-0.3414281205,-0.00231219528
14338082_sample_rn_30,motif_12,2.76,2.602562839,34.28927773,0.2322114124
14338082_sample_rn_30,motif_13,0.12,0.331662479,126.2729511,0.8551367154
14203895_sample_rn_30,motif_1,340.6,33.59563464,-7.578365545,-0.03899143861
14203895_sample_rn_30,motif_2,351.84,37.06939438,-5.714687373,-0.02940263049
14203895_sample_rn_30,motif_3,676.16,67.31993266,-8.796206066,-0.04525734827
14203895_sample_rn_30,motif_4,138.68,29.21004393,5.967810264,0.03070497275
14203895_sample_rn_30,motif_5,128.2,23.79425701,5.286990047,0.02720208555
14203895_sample_rn_30,motif_6,14.24,5.761076288,68.86907587,0.3543381918
14203895_sample_rn_30,motif_7,84.08,16.52503152,-3.454153775,-0.01777196205
14203895_sample_rn_30,motif_8,25.36,6.98140387,-3.632507225,-0.01868960815
14203895_sample_rn_30,motif_9,9.28,4.188476254,8.766911347,0.04510662405
14203895_sample_rn_30,motif_10,9.44,2.709243437,12.0181153,0.06183438924
14203895_sample_rn_30,motif_11,19.96,5.791372894,-2.41048198,-0.01240216767
14203895_sample_rn_30,motif_12,5.36,2.767068244,37.45480446,0.1927086652
14203895_sample_rn_30,motif_13,0.44,0.7681145748,176.4840877,0.9080280479
7861312_sample_bsf_40,motif_1,3188.72,152.5129831,2.440972516,0.006145906018
7861312_sample_bsf_40,motif_2,2776.24,127.9294337,-2.104597764,-0.005298978163
7861312_sample_bsf_40,motif_3,5029.48,230.8201176,-16.15751712,-0.04068156484
7861312_sample_bsf_40,motif_4,1260.28,119.2977787,18.31316579,0.04610907952
7861312_sample_bsf_40,motif_5,1477.44,139.6218345,32.42014415,0.08162777651
7861312_sample_bsf_40,motif_6,189.08,39.4756465,93.90397191,0.2364323982
7861312_sample_bsf_40,motif_7,1397.24,119.6450584,-0.3279700852,-0.0008257664956
7861312_sample_bsf_40,motif_8,327.92,32.59974438,-9.966949319,-0.02509488878
7861312_sample_bsf_40,motif_9,185,30.58730674,35.92993687,0.09046476917
7861312_sample_bsf_40,motif_10,223.24,26.81461045,53.6185302,0.1350012936
7861312_sample_bsf_40,motif_11,342.72,33.46082286,-2.113516463,-0.005321433759
7861312_sample_bsf_40,motif_12,126.52,25.9665169,85.89831314,0.2162756673
7861312_sample_bsf_40,motif_13,8.76,3.620313062,368.2664944,0.9272252142
86775971_sample_sff_10,motif_1,625.6,47.18227068,-5.417289086,-0.01034439916
86775971_sample_sff_10,motif_2,781.24,52.82382669,2.588983202,0.004943704358
86775971_sample_sff_10,motif_3,1211.72,77.91850443,-13.90837783,-0.02655826737
86775971_sample_sff_10,motif_4,521.12,55.63895518,19.28289265,0.03682098839
86775971_sample_sff_10,motif_5,453.88,35.65613552,5.808817949,0.01109202971
86775971_sample_sff_10,motif_6,104.92,23.07039951,107.7172504,0.2056877927
86775971_sample_sff_10,motif_7,479.8,65.64170422,-2.525833264,-0.004823118551
86775971_sample_sff_10,motif_8,119.24,14.81069433,-8.050939227,-0.01537339574
86775971_sample_sff_10,motif_9,103.68,13.12034044,37.52341657,0.0716515572
86775971_sample_sff_10,motif_10,94.24,12.13905543,47.3480003,0.09041175516
86775971_sample_sff_10,motif_11,171.96,22.18009618,-4.77725611,-0.009122246071
86775971_sample_sff_10,motif_12,90.2,19.36706827,52.91456537,0.1010411992
86775971_sample_sff_10,motif_13,7.16,2.953528963,505.4428173,0.9651510509
7861312_sample_sff_20,motif_1,660.44,58.72256806,3.670820387,0.02079051317
7861312_sample_sff_20,motif_2,666.2,55.53527408,1.707023177,0.009668107971
7861312_sample_sff_20,motif_3,1055.4,79.81906623,-9.200809214,-0.05211084307
7861312_sample_sff_20,motif_4,305.8,42.98546266,15.47499919,0.08764612283
7861312_sample_sff_20,motif_5,302.08,45.26672803,16.54460202,0.09370405791
7861312_sample_sff_20,motif_6,42.36,13.66528448,44.97820743,0.2547441485
7861312_sample_sff_20,motif_7,334.16,55.79253236,2.273422529,0.01287603752
7861312_sample_sff_20,motif_8,70.16,18.90035273,-3.447554706,-0.01952599799
7861312_sample_sff_20,motif_9,50.64,10.79305332,35.24118604,0.1995963477
7861312_sample_sff_20,motif_10,49.64,13.81991317,18.83948161,0.1067016223
7861312_sample_sff_20,motif_11,76.48,19.58553888,-0.5861467519,-0.003319773369
7861312_sample_sff_20,motif_12,26.16,11.01393057,43.65743881,0.2472636797
7861312_sample_sff_20,motif_13,2.16,1.491084616,158.1667448,0.8958127731
256497288_sample_rpn_20,motif_1,208.88,17.484088,-0.4506955123,-0.003393868093
256497288_sample_rpn_20,motif_2,110.64,16.16292053,-4.86545732,-0.03663830659
256497288_sample_rpn_20,motif_3,267.6,29.02441501,-4.913105051,-0.03699710785
256497288_sample_rpn_20,motif_4,85.64,15.30490118,0.5462302503,0.004113272415
256497288_sample_rpn_20,motif_5,156.6,35.41656863,13.90309731,0.1046943603
256497288_sample_rpn_20,motif_6,27.48,15.51644289,17.82109482,0.1341980194
256497288_sample_rpn_20,motif_7,118.16,17.35818731,1.719073511,0.01294512277
256497288_sample_rpn_20,motif_8,28.96,7.67289602,-3.774324574,-0.02842176014
256497288_sample_rpn_20,motif_9,23.96,6.360555531,7.395580428,0.05569086836
256497288_sample_rpn_20,motif_10,38.92,9.155690398,34.30434914,0.2583217113
256497288_sample_rpn_20,motif_11,49.76,13.50395004,-2.129747216,-0.01603761503
256497288_sample_rpn_20,motif_12,32.6,17.10263138,26.10124665,0.1965499673
256497288_sample_rpn_20,motif_13,3.84,4.552288802,123.0501896,0.9266036623
14338082_sample_sff_10,motif_1,205.64,25.44746222,1.546716119,0.01185701808
14338082_sample_sff_10,motif_2,205.92,24.68791877,0.8943645758,0.006856136569
14338082_sample_sff_10,motif_3,344.48,45.79039201,-4.814983894,-0.03691133129
14338082_sample_sff_10,motif_4,97.64,18.98876861,7.971027669,0.06110534314
14338082_sample_sff_10,motif_5,99.56,23.30607932,11.56093208,0.08862530039
14338082_sample_sff_10,motif_6,14.52,6.205642594,27.14948492,0.2081260611
14338082_sample_sff_10,motif_7,115.56,24.64257833,0.6671379829,0.005114233329
14338082_sample_sff_10,motif_8,27.28,8.007912753,-3.406630522,-0.0261149924
14338082_sample_sff_10,motif_9,17.16,5.821511831,23.3341448,0.1788779294
14338082_sample_sff_10,motif_10,16.68,4.980963762,18.9360944,0.1451627813
14338082_sample_sff_10,motif_11,28.28,7.179368589,-0.03900064421,-0.0002989762232
14338082_sample_sff_10,motif_12,8.68,4.723346271,35.00060984,0.2683122382
14338082_sample_sff_10,motif_13,0.32,0.5567764363,117.9647624,0.9043096552
256497288_sample_bsf_30,motif_1,1566.04,89.74616055,-0.9141338136,-0.002041474548
256497288_sample_bsf_30,motif_2,920.84,53.41245173,-8.328395076,-0.01859925355
256497288_sample_bsf_30,motif_3,2123.44,101.3171917,-7.969427364,-0.01779759471
256497288_sample_bsf_30,motif_4,711.76,62.15657648,6.133542444,0.01369763442
256497288_sample_bsf_30,motif_5,1118.88,100.8118379,35.45337605,0.07917567841
256497288_sample_bsf_30,motif_6,187.04,33.995686,41.68058265,0.09308248679
256497288_sample_bsf_30,motif_7,872.28,74.73314749,5.228202118,0.01167579779
256497288_sample_bsf_30,motif_8,225.04,23.66516427,-9.38256745,-0.02095346695
256497288_sample_bsf_30,motif_9,172.24,22.4949624,24.57261276,0.05487638985
256497288_sample_bsf_30,motif_10,246.88,28.70296152,61.39157448,0.1371017404
256497288_sample_bsf_30,motif_11,351.16,39.07757243,-2.870188526,-0.006409802085
256497288_sample_bsf_30,motif_12,194.88,44.40563027,62.2020222,0.1389116596
256497288_sample_bsf_30,motif_13,19.56,7.38286304,434.714823,0.9708198448
256497288_sample_rn_10,motif_1,51.48,9.504911011,4.683894457,0.03450914693
256497288_sample_rn_10,motif_2,28.2,4.681523968,3.161363714,0.02329172143
256497288_sample_rn_10,motif_3,65.24,11.96968393,-2.609926894,-0.01922894538
256497288_sample_rn_10,motif_4,21.16,7.956548666,1.236717126,0.009111659841
256497288_sample_rn_10,motif_5,32.04,9.253287704,10.04615905,0.07401626615
256497288_sample_rn_10,motif_6,4.96,3.194787421,8.776796795,0.06466408947
256497288_sample_rn_10,motif_7,30.16,11.54224126,9.343072767,0.06883619473
256497288_sample_rn_10,motif_8,7.68,2.49532897,-3.077750506,-0.02267569123
256497288_sample_rn_10,motif_9,5.68,2.511971337,19.63398199,0.1446556868
256497288_sample_rn_10,motif_10,7.4,3.095695937,32.49673161,0.2394235174
256497288_sample_rn_10,motif_11,11.04,2.730689779,5.844677094,0.04306135044
256497288_sample_rn_10,motif_12,4.88,3.345643934,43.07690921,0.3173742284
256497288_sample_rn_10,motif_13,0.32,0.5567764363,121.5568684,0.895584619
7861312_sample_rj_20,motif_1,354.8,34.97260833,-0.08006265857,-0.0007411599763
7861312_sample_rj_20,motif_2,383.76,39.65085119,-0.9018721901,-0.008348855546
7861312_sample_rj_20,motif_3,637.84,64.21881863,-6.740080388,-0.0623946033
7861312_sample_rj_20,motif_4,170.16,32.42514456,12.36201119,0.1144382173
7861312_sample_rj_20,motif_5,150.68,30.64816471,9.048502664,0.0837642434
7861312_sample_rj_20,motif_6,21.68,10.66817698,28.71343442,0.2658074158
7861312_sample_rj_20,motif_7,172.2,26.23610743,-0.5031234162,-0.004657538806
7861312_sample_rj_20,motif_8,45.16,10.18446529,-4.139638045,-0.03832166068
7861312_sample_rj_20,motif_9,22.84,6.792643079,21.51739732,0.1991919076
7861312_sample_rj_20,motif_10,20.2,6.454972244,10.03877283,0.09293142106
7861312_sample_rj_20,motif_11,39.32,9.231828999,1.373508977,0.01271491478
7861312_sample_rj_20,motif_12,13.2,6.396613687,28.73395346,0.2659973656
7861312_sample_rj_20,motif_13,0.84,1.067707825,95.68160651,0.8857484685
14338082_sample_rj_40,motif_1,1711.72,70.79225476,-3.711140448,-0.0161203075
14338082_sample_rj_40,motif_2,1748.88,92.25025745,-3.716845996,-0.01614509104
14338082_sample_rj_40,motif_3,2863.92,162.8897685,-11.71295176,-0.05087826418
14338082_sample_rj_40,motif_4,545.48,72.53454349,16.84052785,0.07315122974
14338082_sample_rj_40,motif_5,539.76,72.65172629,21.39302229,0.09292617797
14338082_sample_rj_40,motif_6,62.8,24.08318916,65.90489281,0.2862751095
14338082_sample_rj_40,motif_7,506.56,54.26330866,-0.9501816471,-0.004127362074
14338082_sample_rj_40,motif_8,113.28,14.16133233,-7.928632518,-0.03444008548
14338082_sample_rj_40,motif_9,49.08,11.19493933,28.66652426,0.1245205329
14338082_sample_rj_40,motif_10,53,10.98483804,25.03450657,0.1087439157
14338082_sample_rj_40,motif_11,85.96,18.41077583,2.337761341,0.01015467677
14338082_sample_rj_40,motif_12,22.68,11.79237041,46.58266156,0.2023439531
14338082_sample_rj_40,motif_13,1.28,1.275408431,209.9092286,0.9117955412
14203895_sample_rj_40,motif_1,1618.28,102.9285837,-6.560665425,-0.01848275131
14203895_sample_rj_40,motif_2,1383.16,85.44378269,-7.468770458,-0.021041071
14203895_sample_rj_40,motif_3,2720.48,161.5121564,-12.83172763,-0.03614963047
14203895_sample_rj_40,motif_4,622.4,62.5253282,18.65803881,0.05256355399
14203895_sample_rj_40,motif_5,736.24,71.87969115,23.98118262,0.06755995099
14203895_sample_rj_40,motif_6,88.2,27.90459938,72.41816922,0.2040169595
14203895_sample_rj_40,motif_7,508.56,58.82819619,-4.667149731,-0.01314832601
14203895_sample_rj_40,motif_8,129.24,16.50070706,-7.711184713,-0.02172400209
14203895_sample_rj_40,motif_9,74.24,11.14405671,21.42487302,0.06035829819
14203895_sample_rj_40,motif_10,79.68,15.08509198,21.03533743,0.05926089588
14203895_sample_rj_40,motif_11,131.88,17.08391056,0.8850432661,0.002493349917
14203895_sample_rj_40,motif_12,51.32,17.10194921,49.33238836,0.1389795405
14203895_sample_rj_40,motif_13,3.72,2.606402374,340.8069333,0.9601236136
14203895_sample_sff_10,motif_1,729.04,62.84669177,-6.556271912,-0.02066087942
14203895_sample_sff_10,motif_2,615.44,66.72710594,-4.922137644,-0.01551120724
14203895_sample_sff_10,motif_3,1283.76,113.9869437,-8.946287767,-0.02819257275
14203895_sample_sff_10,motif_4,451.48,50.72238165,10.97188227,0.03457585953
14203895_sample_sff_10,motif_5,535.64,60.8487743,16.42366689,0.05175615136
14203895_sample_sff_10,motif_6,106.88,31.14391326,69.61617128,0.2193824997
14203895_sample_sff_10,motif_7,403.44,74.92000178,-4.06353434,-0.01280547759
14203895_sample_sff_10,motif_8,122.32,20.55829111,-5.901268707,-0.01859675786
14203895_sample_sff_10,motif_9,82.8,13.59227722,4.943983919,0.01558005174
14203895_sample_sff_10,motif_10,99.04,17.62923708,11.85303703,0.03735265594
14203895_sample_sff_10,motif_11,164.08,26.19783706,-1.262699662,-0.003979164656
14203895_sample_sff_10,motif_12,82.48,19.81607092,48.52223248,0.1529088495
14203895_sample_sff_10,motif_13,7.32,4.110150038,304.533895,0.9596822966
256497288_sample_rn_30,motif_1,1227.72,82.83845725,1.995208572,0.003952485675
256497288_sample_rn_30,motif_2,832.52,59.68118073,-0.4778725831,-0.0009466601968
256497288_sample_rn_30,motif_3,1763.84,101.0827549,-7.596152291,-0.015047892
256497288_sample_rn_30,motif_4,669.68,62.99386213,11.08552447,0.02196029893
256497288_sample_rn_30,motif_5,950.92,72.62628083,35.63558495,0.07059369182
256497288_sample_rn_30,motif_6,181.08,32.35083719,54.1846874,0.1073392545
256497288_sample_rn_30,motif_7,779.64,86.35531252,6.570064811,0.01301522428
256497288_sample_rn_30,motif_8,189.28,22.42119533,-8.352810689,-0.01654682376
256497288_sample_rn_30,motif_9,171.2,22.2523407,49.91834409,0.09888767658
256497288_sample_rn_30,motif_10,216.32,25.5973957,76.948453,0.1524340174
256497288_sample_rn_30,motif_11,328.08,33.30280268,1.979412983,0.003921194791
256497288_sample_rn_30,motif_12,185.56,29.25474321,110.7321291,0.2193590986
256497288_sample_rn_30,motif_13,17.36,5.422791409,479.2070732,0.9493038067
14203895_sample_sff_30,motif_1,2013.2,111.9609307,-5.271481725,-0.01166067047
14203895_sample_sff_30,motif_2,2071.76,119.322141,-1.665742823,-0.003684671436
14203895_sample_sff_30,motif_3,3548.44,182.9845349,-13.69208607,-0.03028729149
14203895_sample_sff_30,motif_4,1037.28,81.3795224,30.99944465,0.06857167064
14203895_sample_sff_30,motif_5,1041.16,77.31789357,35.70764635,0.07898634936
14203895_sample_sff_30,motif_6,161.04,27.41118993,123.5976989,0.2734016948
14203895_sample_sff_30,motif_7,995.44,101.1949768,-4.372153776,-0.009671330959
14203895_sample_sff_30,motif_8,246.6,21.71021265,-11.17446447,-0.02471823951
14203895_sample_sff_30,motif_9,160.2,20.04162335,30.07740388,0.06653208972
14203895_sample_sff_30,motif_10,168.8,26.04803256,30.02913937,0.06642532724
14203895_sample_sff_30,motif_11,272.8,29.51553263,-0.5691918289,-0.001259068834
14203895_sample_sff_30,motif_12,109.92,22.99985507,82.43878033,0.1823569731
14203895_sample_sff_30,motif_13,7.56,3.905978324,421.773974,0.9329762633
14203895_sample_rpn_40,motif_1,615,58.43443619,-4.774581876,-0.01544034629
14203895_sample_rpn_40,motif_2,571.68,43.68611526,-6.104456723,-0.01974098008
14203895_sample_rpn_40,motif_3,1121,74.65531908,-11.88126996,-0.03842240585
14203895_sample_rpn_40,motif_4,278.88,44.91595856,9.976854872,0.03226378731
14203895_sample_rpn_40,motif_5,290.16,55.32003856,10.1380985,0.0327852272
14203895_sample_rpn_40,motif_6,38.92,15.64693793,59.88903414,0.1936729645
14203895_sample_rpn_40,motif_7,228.52,33.95600094,-4.373895508,-0.01414458125
14203895_sample_rpn_40,motif_8,60.6,9.721111048,-6.233855338,-0.02015943755
14203895_sample_rpn_40,motif_9,33.6,9.656603958,13.08948783,0.04232961758
14203895_sample_rpn_40,motif_10,36.68,10.69158548,9.663674319,0.03125100413
14203895_sample_rpn_40,motif_11,63.68,15.9157155,-1.236513683,-0.003998716529
14203895_sample_rpn_40,motif_12,24.2,10.2834819,45.58767201,0.1474243108
14203895_sample_rpn_40,motif_13,1.64,1.577973384,298.7122627,0.9659946981
14338082_sample_rn_10,motif_1,22.52,7.024481001,1.064847353,0.09131145068
14338082_sample_rn_10,motif_2,13.72,2.557994006,-1.063333219,-0.09118161256
14338082_sample_rn_10,motif_3,26.68,5.421561891,-3.076604185,-0.2638210918
14338082_sample_rn_10,motif_4,2.36,2.580051679,4.899126674,0.4201037476
14338082_sample_rn_10,motif_5,2.72,2.354428452,5.640434727,0.4836714633
14338082_sample_rn_10,motif_6,0.08,0.2768874621,6.934225138,0.5946149511
14338082_sample_rn_10,motif_7,3.4,1.732050808,0.9237604307,0.07921314241
14338082_sample_rn_10,motif_8,0.8,0.9128709292,-0.876356092,-0.07514818519
14338082_sample_rn_10,motif_9,0.36,0.6377042157,-0.5645250434,-0.04840844137
14338082_sample_rn_10,motif_10,0.36,0.6377042157,4.139850318,0.3549952367
14338082_sample_rn_10,motif_11,0.44,0.8205689083,-0.536213346,-0.04598069232
14338082_sample_rn_10,motif_12,0,0,1,0.08575074205
14338082_sample_rn_10,motif_13,0,0,0,0
256497288_sample_rj_40,motif_1,3147.32,129.856241,7.297916469,0.009188074945
256497288_sample_rj_40,motif_2,2001.36,73.44435535,-11.29235863,-0.01421707659
256497288_sample_rj_40,motif_3,4452.08,136.0973671,-18.06118702,-0.02273902978
256497288_sample_rj_40,motif_4,1683.6,120.9259415,5.767166178,0.007260860725
256497288_sample_rj_40,motif_5,2442.92,161.6562505,45.67147868,0.05750037984
256497288_sample_rj_40,motif_6,453.52,64.07035196,75.50262879,0.09505779009
256497288_sample_rj_40,motif_7,1991.52,126.578737,10.32148077,0.01299474162
256497288_sample_rj_40,motif_8,500.28,39.67841563,-12.30593491,-0.01549316886
256497288_sample_rj_40,motif_9,441.48,33.66764025,64.35021831,0.08101690819
256497288_sample_rj_40,motif_10,584.84,64.26227509,72.08210406,0.09075135034
256497288_sample_rj_40,motif_11,874.48,73.88511352,-0.9539134021,-0.001200976726
256497288_sample_rj_40,motif_12,517.16,64.43774774,146.4179046,0.184340104
256497288_sample_rj_40,motif_13,52.76,13.15066538,769.10481,0.9683027566
14338082_sample_rpn_40,motif_1,682.8,68.58875029,-0.9447613453,-0.008357432379
14338082_sample_rpn_40,motif_2,591.12,50.75867742,-2.56350257,-0.02267694322
14338082_sample_rpn_40,motif_3,1025.84,85.12964623,-6.494094884,-0.05744726869
14338082_sample_rpn_40,motif_4,169.68,37.47745989,13.83017957,0.1223428447
14338082_sample_rpn_40,motif_5,196.56,45.23096285,13.78347841,0.1219297226
14338082_sample_rpn_40,motif_6,21.92,12.69488086,45.53646517,0.4028191144
14338082_sample_rpn_40,motif_7,170.72,28.80034722,-0.2680523238,-0.002371211716
14338082_sample_rpn_40,motif_8,37.48,9.887365675,-3.386139554,-0.02995405399
14338082_sample_rpn_40,motif_9,15.92,4.795136425,23.16513862,0.2049206189
14338082_sample_rpn_40,motif_10,19,5.545268253,19.47606411,0.1722867787
14338082_sample_rpn_40,motif_11,27.44,8.119318526,0.684786535,0.006057674976
14338082_sample_rpn_40,motif_12,7.12,4.630694692,39.70894482,0.3512684159
14338082_sample_rpn_40,motif_13,0.56,1.003327796,88.14666586,0.7797522655
86775971_sample_rpn_40,motif_1,505.72,51.92664698,-0.1294133242,-0.0005559327161
86775971_sample_rpn_40,motif_2,565,49.97332622,2.841515879,0.01220656104
86775971_sample_rpn_40,motif_3,908.84,60.30801495,-10.82509515,-0.04650235658
86775971_sample_rpn_40,motif_4,329.48,53.02524556,15.64386909,0.06720280688
86775971_sample_rpn_40,motif_5,305.76,45.66023069,13.36480326,0.05741241424
86775971_sample_rpn_40,motif_6,54.84,17.78032621,51.97654921,0.2232804416
86775971_sample_rpn_40,motif_7,336.92,49.41737211,1.337181586,0.005744253889
86775971_sample_rpn_40,motif_8,72.56,10.02530133,-7.237687691,-0.03109160051
86775971_sample_rpn_40,motif_9,61.2,14.50574599,27.56149186,0.1183984348
86775971_sample_rpn_40,motif_10,62.96,15.6484291,33.68005802,0.1446825221
86775971_sample_rpn_40,motif_11,99.64,19.94133061,-0.3329767771,-0.001430398958
86775971_sample_rpn_40,motif_12,45.28,15.44215011,51.91764063,0.2230273826
86775971_sample_rpn_40,motif_13,3.68,2.641338045,215.1636748,0.9242983817
256497288_sample_bsf_10,motif_1,40.36,7.994164538,3.082248293,0.01758307975
256497288_sample_bsf_10,motif_2,29.16,7.717296591,-3.001050916,-0.01711987892
256497288_sample_bsf_10,motif_3,64.84,14.23809444,-3.851639011,-0.02197216754
256497288_sample_bsf_10,motif_4,30.84,8.198983677,-0.2244180587,-0.001280221529
256497288_sample_bsf_10,motif_5,42.6,12.88409873,6.085020122,0.03471277584
256497288_sample_bsf_10,motif_6,11.44,6.27880031,11.87487996,0.0677417721
256497288_sample_bsf_10,motif_7,40.48,13.80555444,0.8344467476,0.004760208236
256497288_sample_bsf_10,motif_8,11.36,4.131989029,-2.749281259,-0.0156836267
256497288_sample_bsf_10,motif_9,10.8,4.133198923,9.968066084,0.05686410836
256497288_sample_bsf_10,motif_10,15.56,5.781291667,24.98403615,0.1425246308
256497288_sample_bsf_10,motif_11,22.2,9.305016568,2.772697911,0.01581720999
256497288_sample_bsf_10,motif_12,14.56,8.817974068,29.19491462,0.1665461258
256497288_sample_bsf_10,motif_13,1.76,1.87705443,170.0749829,0.9702145002
14338082_sample_sff_30,motif_1,1028.84,75.65749577,0.4911608509,0.001938150711
14338082_sample_sff_30,motif_2,982.08,72.57405413,-5.016668896,-0.01979608182
14338082_sample_sff_30,motif_3,1757.64,121.6226678,-10.52139394,-0.04151806299
14338082_sample_sff_30,motif_4,292.52,56.94962686,9.578289271,0.03779651439
14338082_sample_sff_30,motif_5,312.76,64.65245548,15.05341124,0.05940168002
14338082_sample_sff_30,motif_6,31.4,12.46996391,40.54542607,0.1599947273
14338082_sample_sff_30,motif_7,306.44,37.93753638,-2.06760922,-0.008158912245
14338082_sample_sff_30,motif_8,79.6,11.21011448,-6.476294254,-0.02555585262
14338082_sample_sff_30,motif_9,28.28,8.111308978,21.66358112,0.08548581402
14338082_sample_sff_30,motif_10,30.28,8.359226439,17.43223503,0.06878866399
14338082_sample_sff_30,motif_11,46.92,11.57194884,5.710360537,0.02253343139
14338082_sample_sff_30,motif_12,11.4,4.932882862,51.20737854,0.2020674428
14338082_sample_sff_30,motif_13,0.36,0.4898979486,242.1728859,0.9556289966
14203895_sample_rn_10,motif_1,10.52,3.874274126,-0.392331557,-0.02415298867
